train_no,train_name,source,destination,day_of_week,is_weekend,distance_km,weather,congestion,historical_avg_delay,technical_issue,signal_issue,delay_minutes
22439,Vande Bharat Express,Howrah Jn,Surat,2,0,1542,Fog,Low,26.4,0,0,66.8
22439,Vande Bharat Express,Mughal Sarai,Ajmer Jn,3,0,949,Clear,Low,0.0,0,0,12.8
12723,Telangana Express,Patna Jn,Delhi Junction,4,0,2149,Light Rain,Medium,0.8,0,0,40.5
12723,Telangana Express,Vijayawada Jn,Vadodara Jn,2,0,1766,Storm,Low,26.3,0,0,42.9
12259,Sealdah Duronto Express,Surat,Kanpur Central,6,1,1441,Clear,Low,16.5,0,0,22.8
12841,Coromandel Express,Vijayawada Jn,Bhopal Jn,2,0,1850,Clear,Medium,17.2,0,0,52.2
12951,Mumbai Rajdhani Express,Mughal Sarai,Chennai Central,3,0,201,Heavy Rain,Medium,9.2,0,0,42.9
12471,Swaraj Express,Patna Jn,Ajmer Jn,4,0,646,Light Rain,High,24.1,0,0,52.8
12951,Mumbai Rajdhani Express,Bhopal Jn,Lucknow NR,5,1,868,Storm,Low,37.4,0,0,52.2
22439,Vande Bharat Express,Mumbai Central,Vadodara Jn,4,0,442,Clear,Low,4.0,0,0,13.3
12259,Sealdah Duronto Express,Surat,Lucknow NR,6,1,1842,Storm,Medium,2.0,0,0,64.0
12903,Golden Temple Mail,Kota Jn,Bhopal Jn,0,0,949,Light Rain,Medium,11.5,0,0,39.7
12951,Mumbai Rajdhani Express,Chennai Central,Patna Jn,3,0,923,Heavy Rain,High,26.7,0,0,84.8
22439,Vande Bharat Express,Surat,Kanpur Central,4,0,511,Light Rain,High,17.6,1,0,91.8
22439,Vande Bharat Express,Mumbai Central,Ajmer Jn,1,0,1366,Clear,Low,16.1,0,0,25.3
12301,Howrah Rajdhani Express,Vijayawada Jn,New Delhi,4,0,967,Heavy Rain,Low,16.8,0,0,36.8
22439,Vande Bharat Express,Lucknow NR,Vijayawada Jn,0,0,1203,Clear,Low,9.2,0,0,12.7
12626,Kerala Express,Delhi Junction,Howrah Jn,1,0,737,Heavy Rain,High,38.4,0,0,79.1
12471,Swaraj Express,Vadodara Jn,Vijayawada Jn,0,0,2022,Light Rain,Medium,32.5,0,0,67.9
12723,Telangana Express,Kota Jn,Mughal Sarai,6,1,961,Storm,Low,34.1,0,0,57.8
22439,Vande Bharat Express,Mughal Sarai,New Delhi,0,0,1662,Clear,Low,7.1,0,1,47.2
12841,Coromandel Express,Mughal Sarai,Nagpur Jn,1,0,2199,Clear,Medium,29.3,0,1,85.5
12951,Mumbai Rajdhani Express,Mumbai Central,Vijayawada Jn,0,0,1980,Clear,Medium,16.6,0,0,33.9
12009,Shatabdi Express,New Delhi,Patna Jn,4,0,1916,Light Rain,Low,16.5,0,0,46.9
12009,Shatabdi Express,Ajmer Jn,Mumbai Central,2,0,1007,Heavy Rain,Medium,15.8,0,0,50.7
12009,Shatabdi Express,Lucknow NR,Surat,4,0,1487,Storm,Medium,15.6,0,1,93.6
12626,Kerala Express,Lucknow NR,New Delhi,0,0,1413,Light Rain,Low,0.0,0,0,25.4
12009,Shatabdi Express,Nagpur Jn,Vijayawada Jn,0,0,840,Light Rain,Low,14.9,0,0,23.7
12301,Howrah Rajdhani Express,Ajmer Jn,Bhopal Jn,4,0,986,Clear,Medium,23.5,0,0,43.6
12951,Mumbai Rajdhani Express,Patna Jn,Nagpur Jn,0,0,1876,Storm,Low,24.9,0,0,55.7
12009,Shatabdi Express,Vadodara Jn,Kanpur Central,1,0,1580,Clear,Low,20.6,0,0,29.0
12259,Sealdah Duronto Express,Lucknow NR,Vadodara Jn,1,0,1641,Heavy Rain,Low,11.8,0,0,45.6
12903,Golden Temple Mail,Lucknow NR,Mughal Sarai,2,0,409,Clear,Medium,6.5,0,0,20.3
12471,Swaraj Express,Ajmer Jn,Vadodara Jn,1,0,598,Light Rain,Low,27.0,0,0,41.5
12009,Shatabdi Express,Mumbai Central,Patna Jn,3,0,374,Fog,Medium,26.9,0,0,47.1
12951,Mumbai Rajdhani Express,Surat,Nagpur Jn,6,1,357,Fog,Low,17.1,0,0,52.1
12301,Howrah Rajdhani Express,Ajmer Jn,Chennai Central,2,0,1230,Fog,High,9.8,0,0,96.0
12626,Kerala Express,Nagpur Jn,Delhi Junction,3,0,1260,Clear,Low,29.3,0,0,27.2
12301,Howrah Rajdhani Express,Kota Jn,Vadodara Jn,3,0,1926,Fog,High,0.0,0,0,100.0
12009,Shatabdi Express,Vijayawada Jn,Mughal Sarai,5,1,1849,Fog,Low,13.6,0,0,65.1
22439,Vande Bharat Express,Vadodara Jn,Nagpur Jn,3,0,1783,Clear,Low,33.6,0,0,28.3
12951,Mumbai Rajdhani Express,Kanpur Central,Lucknow NR,1,0,1966,Heavy Rain,Low,18.3,1,0,100.3
12626,Kerala Express,Bhopal Jn,Patna Jn,6,1,974,Heavy Rain,High,8.4,0,1,81.4
12626,Kerala Express,Kota Jn,Lucknow NR,1,0,310,Fog,Medium,34.2,0,0,72.8
12723,Telangana Express,Bhopal Jn,Patna Jn,5,1,1536,Fog,High,29.3,0,0,88.6
12903,Golden Temple Mail,Lucknow NR,Chennai Central,6,1,1158,Clear,Low,6.5,0,0,26.5
12903,Golden Temple Mail,Mumbai Central,Lucknow NR,1,0,610,Light Rain,Medium,21.0,0,0,29.5
12471,Swaraj Express,Surat,New Delhi,0,0,802,Fog,Medium,55.8,0,0,60.3
12841,Coromandel Express,Ajmer Jn,Bhopal Jn,4,0,1558,Clear,High,13.9,1,0,92.7
22439,Vande Bharat Express,Delhi Junction,New Delhi,3,0,1751,Clear,Medium,42.0,0,0,50.1
12626,Kerala Express,Patna Jn,Vijayawada Jn,4,0,1575,Clear,Low,31.2,0,0,32.0
12259,Sealdah Duronto Express,Kota Jn,Ajmer Jn,2,0,1646,Heavy Rain,Low,0.0,1,0,64.6
12471,Swaraj Express,Mughal Sarai,Vijayawada Jn,2,0,754,Clear,Low,15.4,0,0,28.9
12259,Sealdah Duronto Express,Bhopal Jn,Kanpur Central,1,0,1930,Clear,Low,23.9,0,0,21.7
12626,Kerala Express,Kota Jn,Patna Jn,0,0,1953,Clear,Low,26.0,0,0,40.4
12259,Sealdah Duronto Express,Bhopal Jn,Delhi Junction,0,0,256,Heavy Rain,Low,33.6,0,1,76.2
12471,Swaraj Express,Mumbai Central,Kota Jn,5,1,220,Light Rain,Low,32.0,0,0,28.6
12903,Golden Temple Mail,Howrah Jn,Vadodara Jn,6,1,1002,Clear,Low,0.0,0,0,7.8
12723,Telangana Express,New Delhi,Kota Jn,1,0,594,Heavy Rain,Medium,5.6,0,0,49.3
12259,Sealdah Duronto Express,Mumbai Central,Bhopal Jn,0,0,1285,Fog,High,36.4,0,0,90.8
12903,Golden Temple Mail,Ajmer Jn,Kanpur Central,2,0,1373,Storm,Low,16.9,0,0,64.4
12471,Swaraj Express,Delhi Junction,Vijayawada Jn,2,0,1557,Heavy Rain,Low,22.0,0,0,54.5
12951,Mumbai Rajdhani Express,Vijayawada Jn,Bhopal Jn,4,0,1775,Clear,Low,20.5,0,0,40.4
12951,Mumbai Rajdhani Express,New Delhi,Mumbai Central,3,0,823,Storm,Low,28.4,0,0,44.7
12626,Kerala Express,Lucknow NR,Patna Jn,5,1,1172,Light Rain,Low,14.0,0,0,28.8
12626,Kerala Express,Patna Jn,Vadodara Jn,1,0,1372,Clear,Low,31.5,0,0,20.1
12626,Kerala Express,Howrah Jn,Vadodara Jn,4,0,1927,Fog,Low,25.0,0,0,59.0
12903,Golden Temple Mail,Vijayawada Jn,Howrah Jn,1,0,160,Clear,Medium,8.5,0,0,28.5
12626,Kerala Express,Ajmer Jn,Lucknow NR,6,1,1336,Storm,High,38.0,0,0,101.8
12723,Telangana Express,Chennai Central,Ajmer Jn,5,1,224,Fog,Medium,33.4,0,0,61.3
12951,Mumbai Rajdhani Express,Vadodara Jn,Chennai Central,4,0,1673,Clear,Low,1.1,0,0,20.6
12723,Telangana Express,Kanpur Central,Nagpur Jn,4,0,773,Clear,Low,15.1,0,0,17.9
12951,Mumbai Rajdhani Express,Bhopal Jn,Chennai Central,1,0,958,Clear,Low,29.4,0,0,20.9
12723,Telangana Express,Delhi Junction,Kanpur Central,5,1,1057,Light Rain,Medium,27.4,0,0,65.3
12903,Golden Temple Mail,Howrah Jn,Lucknow NR,4,0,275,Heavy Rain,Low,10.6,0,0,30.6
12626,Kerala Express,Nagpur Jn,Patna Jn,1,0,671,Clear,High,30.4,0,0,51.8
12301,Howrah Rajdhani Express,Chennai Central,Nagpur Jn,5,1,1283,Storm,Low,15.2,0,0,55.3
12626,Kerala Express,Nagpur Jn,Mughal Sarai,5,1,1655,Heavy Rain,Medium,22.9,0,0,71.6
12471,Swaraj Express,Kanpur Central,Ajmer Jn,0,0,2177,Storm,Low,21.9,0,1,109.9
12841,Coromandel Express,Vadodara Jn,Mumbai Central,4,0,1488,Heavy Rain,Medium,23.9,0,0,67.4
12259,Sealdah Duronto Express,Lucknow NR,New Delhi,1,0,1504,Clear,High,17.3,0,0,53.0
12903,Golden Temple Mail,Vadodara Jn,Lucknow NR,2,0,844,Clear,Medium,18.5,0,0,37.9
12259,Sealdah Duronto Express,Delhi Junction,Surat,0,0,765,Clear,High,0.6,0,0,45.3
12301,Howrah Rajdhani Express,Kota Jn,Howrah Jn,2,0,928,Clear,Low,25.5,0,0,27.5
12301,Howrah Rajdhani Express,Vijayawada Jn,Bhopal Jn,3,0,1790,Clear,Low,36.1,1,0,91.7
12301,Howrah Rajdhani Express,Chennai Central,New Delhi,5,1,480,Fog,Low,32.9,0,0,44.1
12009,Shatabdi Express,Howrah Jn,Nagpur Jn,2,0,514,Clear,Low,19.6,0,0,12.4
12723,Telangana Express,Vijayawada Jn,Vadodara Jn,0,0,1960,Clear,High,0.0,0,0,62.4
12841,Coromandel Express,Mughal Sarai,Surat,6,1,1107,Clear,High,14.5,0,0,43.3
12301,Howrah Rajdhani Express,Vadodara Jn,Kanpur Central,0,0,1609,Clear,Medium,27.0,0,0,36.3
12723,Telangana Express,Howrah Jn,Lucknow NR,1,0,613,Clear,Low,17.6,0,0,9.5
12951,Mumbai Rajdhani Express,Patna Jn,Howrah Jn,3,0,1372,Light Rain,Low,28.0,0,0,38.3
12723,Telangana Express,Surat,Kanpur Central,5,1,181,Fog,Low,37.8,0,0,61.7
12723,Telangana Express,Vijayawada Jn,Mughal Sarai,6,1,1736,Fog,Medium,4.9,0,0,72.4
12626,Kerala Express,Vadodara Jn,Lucknow NR,2,0,1441,Fog,Medium,20.0,0,0,73.0
12903,Golden Temple Mail,Howrah Jn,New Delhi,2,0,330,Clear,Low,32.4,0,0,26.6
12841,Coromandel Express,Kota Jn,Howrah Jn,6,1,1395,Heavy Rain,Low,25.2,0,0,47.7
12471,Swaraj Express,Mughal Sarai,Howrah Jn,6,1,238,Storm,Medium,9.2,0,0,59.1
12951,Mumbai Rajdhani Express,Kota Jn,Delhi Junction,6,1,577,Fog,Medium,8.6,0,0,55.6
12723,Telangana Express,Kanpur Central,Vijayawada Jn,2,0,631,Fog,Low,13.1,0,0,34.0
12301,Howrah Rajdhani Express,New Delhi,Howrah Jn,5,1,2086,Storm,Low,16.4,0,0,57.7
12951,Mumbai Rajdhani Express,Lucknow NR,Kota Jn,4,0,1009,Clear,Medium,33.5,0,0,50.1
12903,Golden Temple Mail,Patna Jn,Mughal Sarai,6,1,684,Fog,Low,32.7,1,1,123.9
12841,Coromandel Express,Patna Jn,Vadodara Jn,2,0,1745,Clear,Medium,16.4,0,1,74.6
12723,Telangana Express,Surat,New Delhi,2,0,990,Light Rain,Low,21.6,0,0,28.9
12626,Kerala Express,Chennai Central,Lucknow NR,1,0,2094,Clear,Medium,21.2,1,0,93.0
12903,Golden Temple Mail,Mumbai Central,Vijayawada Jn,3,0,1766,Clear,Medium,32.0,0,0,51.2
12471,Swaraj Express,Mughal Sarai,New Delhi,3,0,777,Clear,High,22.0,0,0,54.9
12903,Golden Temple Mail,Surat,Kota Jn,2,0,1107,Clear,Medium,7.4,0,0,34.9
12626,Kerala Express,Howrah Jn,New Delhi,4,0,1251,Heavy Rain,Low,29.4,0,0,50.9
12301,Howrah Rajdhani Express,Bhopal Jn,Mumbai Central,2,0,717,Heavy Rain,Low,3.4,0,0,34.4
12903,Golden Temple Mail,Mughal Sarai,Mumbai Central,6,1,786,Clear,Medium,14.4,0,0,18.9
12723,Telangana Express,Lucknow NR,Mughal Sarai,3,0,1197,Heavy Rain,Low,29.1,0,0,48.1
12903,Golden Temple Mail,Vadodara Jn,Nagpur Jn,3,0,1505,Clear,Low,41.8,0,0,44.6
12009,Shatabdi Express,Nagpur Jn,Mughal Sarai,0,0,361,Light Rain,Low,22.8,0,0,31.5
12301,Howrah Rajdhani Express,Mumbai Central,Surat,6,1,831,Light Rain,Low,8.3,0,0,34.4
12723,Telangana Express,New Delhi,Vijayawada Jn,5,1,2024,Clear,Low,28.0,0,1,81.7
12903,Golden Temple Mail,Chennai Central,Ajmer Jn,3,0,1469,Clear,Medium,4.7,0,0,23.1
12471,Swaraj Express,Patna Jn,Bhopal Jn,0,0,1565,Heavy Rain,Low,26.6,0,0,49.2
12723,Telangana Express,Vijayawada Jn,Kota Jn,3,0,1642,Fog,Medium,17.8,0,0,62.2
12471,Swaraj Express,Vijayawada Jn,Bhopal Jn,1,0,1207,Clear,Medium,21.6,0,1,81.6
12841,Coromandel Express,Lucknow NR,Kota Jn,6,1,1545,Clear,Low,18.4,0,0,18.1
12841,Coromandel Express,Vijayawada Jn,Patna Jn,4,0,1833,Light Rain,Medium,17.5,0,0,47.2
12301,Howrah Rajdhani Express,Delhi Junction,Bhopal Jn,3,0,1158,Clear,Medium,40.4,0,0,42.4
12471,Swaraj Express,Mumbai Central,Patna Jn,1,0,1053,Clear,Low,0.0,1,1,49.9
12951,Mumbai Rajdhani Express,Howrah Jn,New Delhi,0,0,671,Light Rain,Low,19.4,0,0,28.4
12471,Swaraj Express,Surat,New Delhi,0,0,2144,Light Rain,Medium,21.6,0,0,44.7
12723,Telangana Express,Mughal Sarai,Howrah Jn,1,0,224,Heavy Rain,Low,10.1,0,1,72.7
22439,Vande Bharat Express,New Delhi,Kanpur Central,2,0,2067,Heavy Rain,Medium,36.2,0,0,70.4
12471,Swaraj Express,Surat,Bhopal Jn,6,1,1578,Fog,Low,2.9,0,0,62.9
12951,Mumbai Rajdhani Express,Nagpur Jn,Mumbai Central,2,0,1795,Clear,Medium,10.1,0,0,41.2
22439,Vande Bharat Express,Vijayawada Jn,Patna Jn,3,0,1062,Clear,High,12.6,1,0,105.9
12471,Swaraj Express,Chennai Central,Ajmer Jn,3,0,895,Clear,Low,23.0,0,0,14.9
22439,Vande Bharat Express,Kota Jn,Howrah Jn,6,1,1233,Heavy Rain,Low,39.0,0,0,66.4
12259,Sealdah Duronto Express,New Delhi,Chennai Central,5,1,798,Storm,Low,21.8,0,0,60.3
12903,Golden Temple Mail,Vadodara Jn,Patna Jn,4,0,2102,Clear,Low,16.8,0,0,26.0
12903,Golden Temple Mail,Bhopal Jn,New Delhi,4,0,959,Fog,Low,7.5,0,0,53.6
12841,Coromandel Express,Ajmer Jn,New Delhi,6,1,184,Clear,Medium,22.7,0,0,40.7
12951,Mumbai Rajdhani Express,Bhopal Jn,Mumbai Central,5,1,952,Clear,Medium,9.1,0,0,34.4
12723,Telangana Express,Nagpur Jn,Kota Jn,0,0,1492,Fog,Low,21.8,0,0,61.3
12903,Golden Temple Mail,Vadodara Jn,Howrah Jn,1,0,347,Fog,Medium,34.3,0,0,60.4
12903,Golden Temple Mail,Kota Jn,Delhi Junction,1,0,443,Clear,High,33.6,0,0,50.5
12841,Coromandel Express,Ajmer Jn,Patna Jn,0,0,574,Fog,High,30.5,0,0,72.8
12903,Golden Temple Mail,Kanpur Central,Delhi Junction,2,0,1976,Clear,Medium,24.5,1,1,127.5
12841,Coromandel Express,Mughal Sarai,New Delhi,5,1,1716,Clear,Low,10.7,0,0,24.5
12009,Shatabdi Express,Surat,Lucknow NR,2,0,451,Clear,Medium,32.4,1,0,52.4
12903,Golden Temple Mail,Chennai Central,New Delhi,2,0,719,Clear,Medium,19.9,0,0,34.1
12471,Swaraj Express,Vadodara Jn,Patna Jn,3,0,1337,Clear,Medium,29.3,0,0,34.8
12471,Swaraj Express,Vijayawada Jn,Delhi Junction,6,1,1653,Clear,Medium,36.3,0,0,40.7
12951,Mumbai Rajdhani Express,Kota Jn,Vadodara Jn,4,0,986,Fog,Low,38.2,0,0,61.5
12259,Sealdah Duronto Express,Nagpur Jn,Chennai Central,2,0,1727,Clear,Low,12.7,0,0,30.8
12009,Shatabdi Express,Bhopal Jn,Howrah Jn,0,0,191,Clear,Low,0.0,0,0,7.2
12626,Kerala Express,Bhopal Jn,Kanpur Central,0,0,487,Clear,Low,49.7,0,0,29.2
12626,Kerala Express,Mughal Sarai,Lucknow NR,1,0,687,Heavy Rain,Low,0.0,0,0,29.3
12471,Swaraj Express,Surat,Bhopal Jn,4,0,1483,Fog,Low,31.9,0,0,75.8
12841,Coromandel Express,Kota Jn,Mumbai Central,2,0,1012,Clear,Medium,4.0,0,0,30.3
12009,Shatabdi Express,Bhopal Jn,Chennai Central,6,1,1146,Clear,Low,31.7,0,0,24.1
12626,Kerala Express,Mumbai Central,Vadodara Jn,4,0,564,Heavy Rain,Low,16.9,1,0,71.0
12841,Coromandel Express,Howrah Jn,Bhopal Jn,5,1,353,Heavy Rain,Low,15.8,0,0,49.9
12301,Howrah Rajdhani Express,Vadodara Jn,Delhi Junction,5,1,964,Clear,Low,5.5,0,0,11.0
12903,Golden Temple Mail,Howrah Jn,Bhopal Jn,5,1,752,Light Rain,Low,15.9,0,0,17.8
12626,Kerala Express,Chennai Central,Patna Jn,4,0,727,Fog,Low,22.3,0,0,62.2
12723,Telangana Express,Mumbai Central,Vadodara Jn,0,0,175,Clear,High,23.0,0,1,70.5
12471,Swaraj Express,Bhopal Jn,Vadodara Jn,1,0,1961,Heavy Rain,High,46.0,0,0,85.7
12723,Telangana Express,Surat,Ajmer Jn,5,1,1403,Fog,Low,0.1,0,0,62.2
12903,Golden Temple Mail,Kanpur Central,Delhi Junction,1,0,1495,Heavy Rain,Low,17.0,0,1,61.5
22439,Vande Bharat Express,Mumbai Central,Chennai Central,5,1,1901,Clear,Low,21.9,0,0,14.2
12723,Telangana Express,Kota Jn,Bhopal Jn,2,0,960,Clear,High,36.7,0,0,51.3
12009,Shatabdi Express,Delhi Junction,Vijayawada Jn,0,0,1961,Light Rain,High,8.3,0,1,81.0
12903,Golden Temple Mail,Patna Jn,Mughal Sarai,1,0,1523,Light Rain,Medium,24.8,0,0,38.1
12903,Golden Temple Mail,Nagpur Jn,Kota Jn,4,0,1697,Clear,High,10.8,0,0,47.4
12259,Sealdah Duronto Express,New Delhi,Lucknow NR,1,0,1326,Clear,Low,0.0,0,0,12.4
12009,Shatabdi Express,Surat,Vijayawada Jn,2,0,1260,Heavy Rain,Low,20.3,0,0,52.8
12009,Shatabdi Express,Delhi Junction,Ajmer Jn,1,0,1965,Clear,High,3.5,0,0,45.7
12951,Mumbai Rajdhani Express,Patna Jn,Kota Jn,1,0,444,Heavy Rain,Low,26.1,0,0,51.3
22439,Vande Bharat Express,Bhopal Jn,Chennai Central,6,1,686,Heavy Rain,Low,30.4,0,0,42.0
12301,Howrah Rajdhani Express,Mughal Sarai,Kota Jn,5,1,1816,Fog,Medium,8.6,0,0,78.2
12009,Shatabdi Express,Vijayawada Jn,Patna Jn,4,0,1226,Storm,Low,16.1,0,0,61.2
12259,Sealdah Duronto Express,Surat,Kota Jn,4,0,994,Heavy Rain,High,11.5,0,0,72.4
12009,Shatabdi Express,Surat,Delhi Junction,2,0,687,Fog,Low,9.1,0,1,75.1
22439,Vande Bharat Express,Kanpur Central,Mughal Sarai,1,0,1022,Fog,Low,20.4,0,0,62.3
12723,Telangana Express,Vijayawada Jn,Chennai Central,5,1,684,Light Rain,Low,8.5,0,0,20.5
12009,Shatabdi Express,Mumbai Central,Bhopal Jn,4,0,628,Fog,High,32.2,0,0,88.9
12903,Golden Temple Mail,Kota Jn,Surat,0,0,2127,Clear,Low,20.3,0,0,49.9
12301,Howrah Rajdhani Express,Kota Jn,Lucknow NR,3,0,1482,Heavy Rain,Medium,10.0,1,0,79.4
12626,Kerala Express,Nagpur Jn,Bhopal Jn,3,0,1084,Clear,Low,0.0,0,0,28.8
12903,Golden Temple Mail,Kanpur Central,Lucknow NR,2,0,2024,Fog,High,40.2,0,0,109.1
12301,Howrah Rajdhani Express,Mumbai Central,Howrah Jn,2,0,781,Clear,Low,17.3,0,0,9.8
12259,Sealdah Duronto Express,Vadodara Jn,Chennai Central,1,0,1814,Clear,Medium,20.6,0,0,41.7
12723,Telangana Express,Delhi Junction,Nagpur Jn,0,0,1024,Light Rain,Medium,0.0,1,0,62.4
12903,Golden Temple Mail,Delhi Junction,Bhopal Jn,1,0,1766,Fog,Medium,35.4,0,0,65.2
22439,Vande Bharat Express,New Delhi,Ajmer Jn,5,1,947,Fog,Low,8.8,0,0,47.6
12259,Sealdah Duronto Express,Nagpur Jn,Kota Jn,4,0,326,Light Rain,Medium,15.4,0,0,40.2
12471,Swaraj Express,Nagpur Jn,Bhopal Jn,4,0,1330,Light Rain,High,21.5,0,0,64.9
12259,Sealdah Duronto Express,Mumbai Central,Vijayawada Jn,5,1,700,Light Rain,Low,4.7,0,0,24.5
12626,Kerala Express,Nagpur Jn,Lucknow NR,3,0,250,Light Rain,Medium,19.4,0,0,35.1
12259,Sealdah Duronto Express,New Delhi,Lucknow NR,0,0,1933,Fog,Low,15.7,0,0,74.2
12259,Sealdah Duronto Express,Nagpur Jn,Bhopal Jn,4,0,1870,Light Rain,Low,14.6,0,0,30.0
12471,Swaraj Express,Kota Jn,Mughal Sarai,4,0,1034,Clear,Low,8.8,0,0,24.8
22439,Vande Bharat Express,Chennai Central,Nagpur Jn,4,0,1804,Light Rain,Low,9.8,0,0,40.2
12471,Swaraj Express,Kanpur Central,Nagpur Jn,3,0,1424,Clear,High,27.7,0,0,65.7
12009,Shatabdi Express,Kanpur Central,Bhopal Jn,4,0,1252,Light Rain,Medium,13.2,0,0,42.9
12903,Golden Temple Mail,Lucknow NR,New Delhi,1,0,2059,Clear,Low,30.4,0,0,33.7
12301,Howrah Rajdhani Express,Vadodara Jn,Kanpur Central,0,0,2034,Light Rain,Low,23.4,0,0,36.9
12723,Telangana Express,Vijayawada Jn,Patna Jn,1,0,2036,Storm,Low,0.0,0,0,47.7
12841,Coromandel Express,Vadodara Jn,New Delhi,1,0,1083,Clear,Medium,15.8,0,0,34.8
12259,Sealdah Duronto Express,Vijayawada Jn,Nagpur Jn,0,0,1503,Heavy Rain,Low,10.4,0,0,47.3
22439,Vande Bharat Express,Lucknow NR,Surat,1,0,1007,Fog,Medium,14.1,1,0,114.5
12723,Telangana Express,Mumbai Central,Mughal Sarai,0,0,1782,Clear,Low,13.4,0,0,19.9
12903,Golden Temple Mail,Kota Jn,Chennai Central,5,1,1671,Light Rain,Low,9.8,0,0,39.8
12951,Mumbai Rajdhani Express,Nagpur Jn,Mughal Sarai,0,0,432,Light Rain,Medium,6.3,0,0,25.6
12301,Howrah Rajdhani Express,Bhopal Jn,Mumbai Central,6,1,710,Clear,Low,24.5,0,0,12.2
12951,Mumbai Rajdhani Express,Chennai Central,Kota Jn,5,1,1014,Heavy Rain,Low,4.9,0,0,38.5
12951,Mumbai Rajdhani Express,Howrah Jn,Mughal Sarai,4,0,1141,Light Rain,Low,13.4,0,0,22.9
12259,Sealdah Duronto Express,Kota Jn,Mumbai Central,3,0,2170,Fog,High,25.3,0,0,98.0
12301,Howrah Rajdhani Express,Delhi Junction,Patna Jn,1,0,363,Clear,Medium,25.5,0,0,27.3
12009,Shatabdi Express,Lucknow NR,Mumbai Central,5,1,1308,Light Rain,Medium,6.1,0,1,74.2
12951,Mumbai Rajdhani Express,New Delhi,Lucknow NR,4,0,1487,Light Rain,Low,17.0,0,0,22.5
12903,Golden Temple Mail,New Delhi,Delhi Junction,2,0,328,Clear,Medium,16.8,0,0,35.3
12301,Howrah Rajdhani Express,Vadodara Jn,Kota Jn,6,1,1119,Heavy Rain,Low,25.6,0,0,54.7
12471,Swaraj Express,Howrah Jn,Vijayawada Jn,1,0,779,Heavy Rain,Low,23.6,0,0,43.4
12903,Golden Temple Mail,Kota Jn,Lucknow NR,3,0,1144,Fog,High,20.5,0,0,85.1
12009,Shatabdi Express,Bhopal Jn,New Delhi,4,0,1675,Clear,Low,14.8,0,1,70.3
12723,Telangana Express,Ajmer Jn,Vijayawada Jn,2,0,344,Clear,Low,21.1,0,0,19.2
12723,Telangana Express,Patna Jn,Howrah Jn,5,1,940,Fog,Low,37.9,0,0,62.9
12723,Telangana Express,Mumbai Central,Kota Jn,3,0,896,Clear,Low,20.3,0,0,16.8
12471,Swaraj Express,Nagpur Jn,Howrah Jn,4,0,875,Light Rain,Low,18.9,0,0,30.3
12301,Howrah Rajdhani Express,Surat,Mumbai Central,4,0,844,Light Rain,Low,25.5,0,0,20.9
12903,Golden Temple Mail,Patna Jn,Lucknow NR,4,0,640,Light Rain,Low,0.0,0,0,8.4
22439,Vande Bharat Express,Mughal Sarai,Ajmer Jn,5,1,1430,Storm,Low,1.3,0,1,81.4
12951,Mumbai Rajdhani Express,Patna Jn,New Delhi,2,0,278,Light Rain,Medium,16.2,1,0,57.3
12841,Coromandel Express,Patna Jn,Mughal Sarai,6,1,195,Fog,Low,32.3,0,0,53.8
12951,Mumbai Rajdhani Express,Kanpur Central,Delhi Junction,1,0,1268,Light Rain,Low,20.9,0,0,30.3
12626,Kerala Express,Delhi Junction,Lucknow NR,3,0,1199,Clear,Low,3.5,0,0,14.0
12903,Golden Temple Mail,Kanpur Central,Lucknow NR,0,0,1274,Clear,Low,29.5,0,1,61.8
12259,Sealdah Duronto Express,Howrah Jn,Nagpur Jn,4,0,382,Storm,Low,10.9,0,0,32.3
12723,Telangana Express,Bhopal Jn,Kanpur Central,1,0,431,Clear,Medium,17.7,0,0,33.9
12009,Shatabdi Express,Ajmer Jn,New Delhi,0,0,619,Light Rain,Medium,28.8,0,0,38.4
12841,Coromandel Express,Kanpur Central,Nagpur Jn,4,0,1006,Heavy Rain,High,12.9,1,0,90.3
12951,Mumbai Rajdhani Express,Patna Jn,Bhopal Jn,0,0,929,Storm,Low,32.4,0,0,54.8
12301,Howrah Rajdhani Express,Lucknow NR,Mughal Sarai,1,0,1009,Light Rain,Low,19.0,0,0,27.4
12009,Shatabdi Express,Patna Jn,Mumbai Central,2,0,770,Light Rain,Low,18.6,0,0,35.4
12626,Kerala Express,Howrah Jn,Nagpur Jn,3,0,1429,Clear,Low,19.1,0,0,30.6
12951,Mumbai Rajdhani Express,Vijayawada Jn,Delhi Junction,0,0,1743,Fog,Low,10.0,1,0,84.5
12009,Shatabdi Express,Surat,Howrah Jn,6,1,1881,Clear,High,39.8,0,0,70.4
12626,Kerala Express,Bhopal Jn,Chennai Central,3,0,1359,Clear,Low,0.0,0,0,19.9
12841,Coromandel Express,Mumbai Central,Nagpur Jn,3,0,1932,Clear,Medium,26.6,0,0,48.0
22439,Vande Bharat Express,Ajmer Jn,Howrah Jn,0,0,1404,Light Rain,Low,22.1,0,0,30.4
12259,Sealdah Duronto Express,New Delhi,Surat,5,1,1101,Clear,High,21.9,1,0,90.7
22439,Vande Bharat Express,Howrah Jn,Bhopal Jn,0,0,696,Light Rain,High,7.9,0,0,61.2
22439,Vande Bharat Express,Surat,Delhi Junction,2,0,351,Clear,Medium,25.7,0,0,31.8
